star_name,n_spectra,n_single,n_echelle_orders,ra_deg,dec_deg,mjd_min,mjd_max,median_snr,amateur_frac,time_span_days,split
HD14162,2,2,0,34.864383,57.138378,58733.111122685186,59166.9265625,284.41907369434074,1.0,433.8,validation
HD141689,1,1,0,238.4409729,-61.6639675,59384.08054398148,59384.08054398148,572.918994953134,1.0,0.0,train
HD141926,31,2,29,238.590937,-55.3291,59394.23771795718,60851.3302662037,32.36364502603397,1.0,1457.1,train
HD142349,29,0,29,239.2814921,-57.5802111,60847.35196759259,60847.35196759259,71.2195981550897,1.0,0.0,train
HD143343,2,2,0,241.0138571,-65.6701603,56133.55305555555,56152.51162037037,119.87743153385145,1.0,19.0,validation
HD143578,29,0,29,240.6592804,-35.2531633,60859.15516203704,60859.15516203704,99.74780380619312,1.0,0.0,validation
HD143700,1,1,0,241.00909377,-47.47608917,56152.49102430556,56152.49102430556,216.71526992495404,1.0,0.0,train
HD144432,55,0,55,241.7414787,-27.71938556,58295.915422453705,60859.215607638886,160.57554571328615,1.0,2563.3,train
HD144555,2,2,0,242.23063,-51.9619597,56158.53337532408,56441.497719907406,229.29649068750817,1.0,283.0,train
HD144965,118,0,118,242.54398511,-40.12883303,59802.50273148148,60859.09479166667,313.9605740724512,1.0,1056.6,train
HD144970,1,1,0,242.697605,-49.0221006,59763.98939258333,59763.98939258333,208.33208508493578,1.0,0.0,train
HD146381,58,0,58,245.0552196,-64.4979681,60825.42034143519,60932.13726851852,91.56209166990466,1.0,106.7,train
HD146444,88,1,87,244.6640783,-49.4138764,58995.49255787037,60860.14218171296,189.39106595926302,1.0,1864.6,train
HD146463,29,0,29,244.8093108,-54.9617006,60824.42123263889,60824.42123263889,116.42297508686379,1.0,0.0,validation
HD146501,87,0,87,244.76105068,-49.40635667,60058.39250578704,60860.203072916665,232.9382231998047,1.0,801.8,train
HD146531,1,1,0,244.981104,-58.167186,59394.31100115741,59394.31100115741,624.6032360625578,1.0,0.0,train
HD146596,144,0,144,244.9277796,-52.7719533,60061.393125,60860.26399305555,164.77116327280766,1.0,798.9,train
HD147196,167,41,126,245.32996393,-23.70798555,48141.554915925924,60861.10171875,181.57830626167802,0.9940119760479041,12719.5,validation
HD147274,29,0,29,245.91684,-53.0439775,60849.36025462963,60849.36025462963,72.19759742506864,1.0,0.0,train
HD147302,118,0,118,246.005308,-55.453714,59799.526354166665,60832.40895833333,194.34974795526813,1.0,1032.9,train
HD147320,89,2,87,246.94718273,-73.08666821,56070.52230902778,60928.18096064815,109.37406581519008,1.0,4857.7,test
HD147756,29,0,29,246.4424783,-45.5428386,60861.17367476852,60861.17367476852,101.62772237256243,1.0,0.0,test
HD148027,1,1,0,247.0512563,-54.6088775,56146.51756944445,56146.51756944445,92.60794858805828,1.0,0.0,test
HD148028,30,1,29,247.1126946,-56.3976133,56138.53515625,60859.34074074074,98.66181113703247,1.0,4720.8,train
HD14850,93,6,87,35.75218155,-29.61946758,56178.55159722222,60927.23859375,125.5105695579013,1.0,4748.7,train
HD148567,89,2,87,247.761929,-46.479336,49840.364246822915,60861.29875,196.31265281538518,0.9887640449438202,11020.9,train
HD148692,29,0,29,248.07317973,-50.54192912,60860.32984953704,60860.32984953704,86.5884809632371,1.0,0.0,train
HD148877,29,0,29,248.4133475,-51.2626625,60863.086747685185,60863.086747685185,128.70866295555257,1.0,0.0,test
HD149610,29,0,29,249.5458354,-48.2198689,60863.14769097222,60863.14769097222,78.67732054101512,1.0,0.0,test
HD149671,147,2,145,250.34628126,-68.29612162,56124.463663194445,60914.21615162037,427.70925485287626,1.0,4789.8,train
HD150230,2,2,0,250.469579,-47.380525,56447.52238425926,56874.50122106481,422.7694294792805,1.0,427.0,train
HD150288,31,2,29,250.5685742,-47.0156472,56500.528732638886,60864.14526041667,112.18913840869241,1.0,4363.6,train
HD150336,58,0,58,251.27816235,-65.87347514,60846.39945023148,60933.14328703703,62.72642976264105,1.0,86.7,train
HD150422,2,2,0,250.7810567,-46.5065328,56500.54232060185,57238.49335648148,497.5128954620851,1.0,738.0,train
HD150533,1,1,0,250.9261687,-45.4625947,56519.45626157407,56519.45626157407,460.5512557248371,1.0,0.0,validation
HD150930,87,0,87,251.83665,-57.0350294,60609.04072337963,60935.142355324075,67.13631974702217,1.0,326.1,test
HD151113,87,0,87,251.87642102,-45.46052552,60355.36673032407,60864.20559027778,204.29112028110472,1.0,508.8,train
HD151743,1,1,0,253.0140225,-53.8293931,59404.07726273148,59404.07726273148,379.1493026116663,1.0,0.0,validation
HD152505,29,0,29,254.03987,-49.0332583,60863.32979166666,60863.32979166666,55.290711653026044,1.0,0.0,test
HD152541,89,2,87,254.0604203,-46.84941473,56532.47433449074,60864.26597800926,209.87692452327747,1.0,4331.8,train
HD153199,30,1,29,254.9871925,-43.2207706,56923.43358217592,60865.21409722222,149.60453991210932,1.0,3941.8,train
HD153222,60,2,58,255.1195296,-49.2541428,56173.515868055554,60936.14255787037,76.30537800540327,1.0,4762.6,train
HD153262,119,3,116,255.47529774,-59.04758912,49982.6126375463,60940.14554976852,161.50634877532505,0.9915966386554622,10957.5,train
HD153295,3,3,0,255.1051933,-42.3167478,56172.53623842593,56531.538935185185,185.34055735392533,1.0,359.0,validation
HD153879,61,3,58,256.183454,-51.408328,49898.80875788773,60858.36170138889,25.582931433158947,0.9836065573770492,10959.6,train
HD153977,1,1,0,255.9313313,-24.835445,56402.10285300926,56402.10285300926,344.9363881982227,1.0,0.0,train
HD154111,31,2,29,256.5627371,-52.4822003,56202.44865740741,60866.3332349537,105.96133338169008,1.0,4663.9,test
HD154154,31,2,29,256.5296367,-48.4186736,56207.435162037036,60865.334814814814,77.0915343790024,1.0,4657.9,validation
HD154170,2,2,0,256.5435596,-47.4196247,56207.42256944445,56510.52155092593,393.67300841985787,1.0,303.1,train
HD154188,3,3,0,256.1335529,-16.5410547,56402.12425925926,59738.163506944446,385.71805468819196,1.0,3336.0,test
HD154218,90,3,87,256.4289921,-36.7405269,49840.423805266204,60866.21225694445,202.35085609661087,0.9777777777777777,11025.8,train
HD154243,29,0,29,256.4701846,-36.5881869,60866.27263310185,60866.27263310185,115.86225675498663,1.0,0.0,train
HD154314,1,1,0,256.7279296,-44.7336686,56185.49653935185,56185.49653935185,210.39940954508643,1.0,0.0,train
HD15450,4,4,0,37.8314021,56.8978275,55182.864149305555,58726.139085648145,262.1071474081289,0.75,3543.3,train
HD154538,31,2,29,257.131558,-49.467831,56192.48178929398,60872.138697916664,43.61951685896637,1.0,4679.7,train
HD154911,1,1,0,257.5271362,-38.6240736,59401.189363425925,59401.189363425925,620.3936389288059,1.0,0.0,train
HD155349,1,1,0,258.0965883,-32.1466772,59444.05395150729,59444.05395150729,274.36862140605257,1.0,0.0,train
HD155352,30,1,29,258.2516367,-42.6334481,56182.499444444446,60867.23744791667,160.5858671978549,1.0,4684.7,validation
HD155436,1,1,0,258.4323463,-44.7292264,56179.49679398148,56179.49679398148,398.71873431569685,1.0,0.0,validation
HD155438,89,2,87,258.63885141,-54.37014815,56179.515601851854,60941.14543402778,95.55674885082573,1.0,4761.6,train
HD155851,30,1,29,258.8907108,-32.6897378,59444.02333402778,60867.297800925924,134.878449598136,1.0,1423.3,train
HD156008,2,2,0,259.3778271,-47.739605,56181.492164351854,56514.502471064814,328.41499774767084,1.0,333.0,train
HD156172,31,2,29,259.4987312,-42.0606183,56176.53121527778,60868.17474537037,146.77455000560664,1.0,4691.6,train
HD156398,120,2,118,259.85262769,-44.22302831,56130.48029513889,60869.20153356482,355.9602748252854,1.0,4738.7,test
HD156409,29,0,29,259.8201678,-39.80698366,60868.23509837963,60868.23509837963,86.41076079092664,1.0,0.0,train
HD156702,29,0,29,260.2108854,-38.6524242,60869.32234375,60869.32234375,94.16848053925355,1.0,0.0,train
HD156831,56,6,50,260.1774383,-24.2712914,55338.9770775463,60869.261961805554,42.90031830408088,1.0,5530.3,train
HD157099,31,2,29,260.8065292,-42.8292258,56174.546306805554,60870.140914351854,90.80914977086731,1.0,4695.6,test
HD157273,90,3,87,261.6591033,-63.8149989,56174.50270833333,60921.22620370371,44.16795873794669,1.0,4746.7,validation
HD158319,63,11,52,262.3267921,-16.5908239,55321.07287037037,60870.20138310185,37.818730513992776,1.0,5549.1,train
HD159489,61,3,58,264.307658,-45.157397,56167.527407407404,60865.14445601852,159.8919747026205,1.0,4697.6,train
HD15963,69,15,54,39.0511825,58.0755675,52162.992939814816,59970.27583912037,171.36008080002574,0.9565217391304348,7807.3,train
HD160546,1,1,0,265.3713371,-22.6241892,59765.09661152778,59765.09661152778,186.82939655294507,1.0,0.0,test
HD160648,120,4,116,265.85116989,-46.5879478,56167.51361111111,60929.18769675926,184.99878389478363,1.0,4761.7,train
HD161004,29,0,29,266.0589817,-27.4578592,60872.26068865741,60872.26068865741,84.48680453625158,1.0,0.0,train
HD161306,123,17,106,266.28210228,-9.81512236,55025.9718287037,60874.239756944444,111.03485236217982,1.0,5848.3,train
HD161705,59,1,58,267.2536104,-41.7135017,56165.51123263889,60873.317378472224,89.6893753672104,1.0,4707.8,train
HD161774,29,0,29,267.21394939,-33.86252069,60872.321701388886,60872.321701388886,70.2206151998696,1.0,0.0,train
HD161807,151,1,150,267.35313695,-38.98377996,56130.545069444444,60900.59594907407,251.81504585139436,1.0,4770.1,test
HD162352,29,0,29,268.0774708,-37.7505406,60875.30049768519,60875.30049768519,127.75574519235367,1.0,0.0,test
HD162428,591,43,548,267.50514475,24.46807415,52071.9909375,60867.905370437315,79.37231123338128,0.9864636209813875,8795.9,train
HD162568,59,1,58,268.4149829,-42.8975136,56152.54069444445,60867.358269675926,141.4063077327471,1.0,4714.8,train
HD16264,2,2,0,39.7068033,57.5913064,55855.98853009259,57367.89289930555,473.8023867292416,1.0,1511.9,train
HD162717,2,2,0,268.3581925,-24.2654281,55777.897598379626,58617.02631944444,880.5515602411803,1.0,2839.1,train
HD163007,153,8,145,269.05577191,-46.70213634,56145.51896990741,60966.094589120374,219.08591316361156,1.0,4820.6,validation
HD163296,335,58,277,269.08870013,-21.956075,56094.03634837963,60907.52082175926,236.0881969323516,1.0,4813.5,validation
HD163435,1,1,0,269.5187092,-41.5294647,56143.56469907407,56143.56469907407,131.08786020465988,1.0,0.0,train
HD163453,2,2,0,269.3576162,-28.2551164,59795.339583333334,59801.53109953704,337.34601258138423,1.0,6.2,train
HD163454,30,1,29,269.3832033,-31.0150569,56571.49441550926,60877.256516203706,63.55000705237984,1.0,4305.8,train
HD163848,36,7,29,269.7652879,-20.0623789,55027.87501157408,60880.24092592593,110.77530948265141,1.0,5852.4,validation
HD164050,122,3,119,270.29713806,-40.33552051,56137.55032407407,60881.240931712964,155.84944270834737,1.0,4743.7,train
HD164492D,4,4,0,270.59637563,-23.03331838,56141.8930787037,60878.94205537037,170.4444267329819,1.0,4737.0,train
HD164703,1,1,0,270.851495,-22.3089464,58617.05701388889,58617.05701388889,1380.4110572018253,1.0,0.0,validation
HD164906,107,7,100,271.107658,-24.385653,54665.99266203704,60873.13588541667,148.4484124615335,1.0,6207.1,train
HD164947,33,4,29,271.17375,-24.348333,48168.28355219329,60896.234930555554,60.76814868877525,0.9696969696969697,12728.0,train
HD165063,123,4,119,271.43570706,-36.57947265,49857.5624284375,60881.30653356481,156.30268815166482,0.983739837398374,11023.7,train
HD165285,62,3,59,271.4951379,-19.9538514,55029.914322916666,60899.20980324074,87.65168187477892,1.0,5869.3,validation
HD165365,31,0,31,271.69080016,-28.36382452,60906.53663773148,60906.53663773148,184.03908241764896,1.0,0.0,train
HD165783,63,4,59,272.1128792,-19.8688772,55031.87057291667,60901.21390625,122.65683323183401,1.0,5869.3,train
HD165854,33,4,29,272.2038929,-18.9762325,55035.89215277778,60904.21229166666,84.48649914425084,1.0,5868.3,train
HD166188,61,2,59,272.57634,-18.1948081,55761.9023900463,60912.208640046294,89.50365401650151,1.0,5150.3,validation
HD166256,67,10,57,272.31300881,13.48508545,55757.9,60913.1518287037,78.34441707272471,0.9701492537313433,5155.3,train
HD166345,31,2,29,272.9096887,-32.4041961,56576.46771990741,60899.26390046296,66.6073885976511,1.0,4322.8,train
HD166524,2,2,0,272.94496458,-18.38120646,58616.08318865741,59765.20790688889,796.1995998217559,1.0,1149.1,test
HD166566,95,6,89,272.9621367,-15.6798633,55036.91504629629,60492.2927025463,204.72968640336757,1.0,5455.4,train
HD166666,2,2,0,273.0768442,-15.5675281,58616.049866898145,59141.79079861111,1249.0072285603035,1.0,525.7,test
HD166917,221,16,205,273.16815359,2.81280955,52392.31710648148,60897.89665509259,89.06245622543781,0.5294117647058824,8505.6,train
HD167375,36,6,30,273.9384558,-18.9533625,55039.87197337963,59095.20226851852,173.03575461519046,1.0,4055.3,validation
HD168135,91,7,84,274.7112367,-12.4540133,55039.907997685186,60491.320231481484,174.52647072533816,0.989010989010989,5451.4,test
HD168331,2,2,0,275.0415237,-24.9436297,56508.93239583333,58618.03423611111,762.6895752462103,1.0,2109.1,train
HD168957,449,41,408,275.36570639,25.05677798,52078.911944444444,60903.931633900465,86.67929396202162,0.9821826280623608,8825.0,train
HD169033,263,19,244,275.80067718,-12.01475191,52048.108935185184,60930.139965277776,432.2919778369604,0.9885931558935361,8882.0,train
HD169142,30,1,29,276.1240779,-29.7803808,56131.96164930556,60608.065567129626,141.49194567728446,1.0,4476.1,train
HD169805,63,5,58,276.800019,-18.953721,55043.87336226852,60542.116527777776,48.85700190632948,1.0,5498.2,test
HD169999,9,9,0,277.5271729,-52.2045719,56142.557546296295,59759.384438657406,262.1891703705723,1.0,3616.8,train
HD170009,187,9,178,276.757476,7.732721,51702.9913992875,60492.170335648145,147.44290846299887,0.6417112299465241,8789.2,validation
HD170235,129,8,121,277.34160933,-25.25660449,52048.13693287037,60907.47232060185,274.5696204574037,0.9767441860465116,8859.3,validation
HD170835,31,2,29,278.0684921,-19.2171778,55782.857447916664,58292.02040509259,24.277347627147744,1.0,2509.2,validation
HD171219,147,53,94,278.32431524,5.44553806,52078.98793981481,60937.80359953704,156.09110234525485,0.7142857142857143,8858.8,test
HD171469,1,1,0,278.9254033,-15.7228133,59096.81576851852,59096.81576851852,1415.773145232167,1.0,0.0,test
HD171754,8,8,0,279.307051,-19.404988,55057.88572337963,58400.47313657407,46.1475879029569,1.0,3342.6,validation
HD171757,30,1,29,279.4170412,-27.98559,59086.83250578704,60967.09484953704,68.53528140664984,1.0,1880.3,train
HD171780,890,102,788,278.80627165,34.45802211,52072.01693287037,60943.856012731485,110.94495771710143,0.9921348314606742,8871.8,train
HD172122,2,2,0,279.8006042,-20.3357056,56539.82814236111,57881.15794560185,744.8151836691053,1.0,1341.3,test
HD172158,122,3,119,279.87598006,-21.96555744,55060.85056712963,60618.03894675926,110.87816156746146,1.0,5557.2,train
HD172694,7,7,0,280.5690375,-15.8557792,55060.89257523148,60130.37869212963,139.77461613460756,1.0,5069.5,train
HD173371,131,18,113,281.23297448,-0.37343536,52080.03393518519,60997.743472222224,125.1626251380419,0.6870229007633588,8917.7,validation
HD173530,11,11,0,281.4287942,4.5785981,53923.95087962963,60193.21710069444,107.01215459727841,0.9090909090909091,6269.3,test
HD173637,1,1,0,281.65866306,-7.93197726,53939.930613425924,53939.930613425924,13.544074162688169,1.0,0.0,train
HD173817,57,6,51,281.80990258,2.60186305,56203.834347916665,60161.931729780095,67.25307614569824,1.0,3958.1,test
HD174105,212,27,185,282.094378,15.39413507,52080.924942129626,60866.93699652778,61.98391376561331,0.9811320754716981,8786.0,test
HD174179,308,31,277,281.98905692,31.75683482,52080.8959375,60867.92561921296,114.79254379130057,0.9935064935064936,8787.0,test
HD174512,140,5,135,282.78324542,-6.27917522,52095.24118055555,60500.366215277776,59.624519225892044,0.25,8405.1,validation
HD174513,4,4,0,282.7906133,-7.79882155,53934.04715277778,58759.86969907407,81.65826061767672,1.0,4825.8,test
HD174571,37,7,30,282.69656507,8.70280414,53934.13240740741,59118.86041087963,170.50723621121907,1.0,5184.7,train
HD174705,7,7,0,283.068885,-11.6326014,53936.89387731482,58769.80943865741,71.98831513521321,0.8571428571428571,4832.9,test
HD174775,60,2,58,283.2394254,-19.6683761,56555.81053819445,60901.26799768519,83.3371615562454,1.0,4345.5,train
HD174886,125,8,117,283.31030778,-10.22013097,55063.82532986111,60533.260850694445,175.628629057015,1.0,5469.4,validation
HD17505,271,47,224,42.78322975,60.41774223,53323.976442495834,60990.991319444445,102.81220380927812,0.5055350553505535,7667.0,train
HD175511,210,61,149,283.00919379,59.66703556,52079.953935185185,60867.99704168443,105.55299869145833,0.9809523809523809,8788.0,train
HD175863,512,199,313,283.4362367,60.01787008,52079.91893518518,60997.75657986111,183.32959160865664,0.984375,8917.8,train
HD176386,149,4,145,285.41221668,-36.89071154,57303.42626157407,60932.198559027776,183.0627176056897,1.0,3628.8,train
HD176630,256,41,215,285.36380093,-6.19259151,52096.17519675926,60498.05517939815,105.98627901432337,0.58203125,8401.9,train
HD177015,177,6,171,285.88803609,-20.12859261,52072.04767361111,60930.20277777778,171.57840239795513,0.9830508474576272,8858.2,train
HD177427,159,2,157,286.44543054,-29.08112422,54667.998564814814,60931.2028587963,181.6687997525142,1.0,6263.2,train
HD177648,378,57,321,286.16043394,23.32928185,52080.96167824074,60848.00740631466,133.9574925928509,0.9920634920634921,8767.0,test
HD178920,1,1,0,287.67287887,-5.71615389,60556.83013966697,60556.83013966697,114.35144436418535,1.0,0.0,train
HD179218,137,16,121,287.79689298,15.78767743,56131.00999421296,60498.238674768516,57.64502901383299,0.9927007299270073,4367.2,test
HD179253,9,9,0,288.4341167,-42.4133831,56142.532164351855,59809.19950277778,326.05941674217695,1.0,3666.7,validation
HD179343,149,30,119,288.01365521,2.62258988,52081.00167824074,60911.90187612268,105.80175804933685,0.7248322147651006,8830.9,train
HD181231,19,19,0,289.92653921,-0.04985774,53886.945,60153.8465625,16.486019606860587,1.0,6266.9,validation
HD181308,7,7,0,290.0214742,-1.5963631,53938.993622685186,60154.852997685186,102.45172549789358,1.0,6215.9,train
HD181367,4,4,0,290.0164779,2.3309969,53939.038622685184,59763.35728261111,160.75610788239678,1.0,5824.3,train
HD181409,216,23,193,289.76558799,33.38881147,54639.05,60847.96216424432,84.38904041907844,1.0,6208.9,train
HD181709,27,6,21,290.32618556,5.42270361,53939.08862268519,60134.378038194445,18.54641058953662,1.0,6195.3,train
HD181803,4,4,0,290.39465908,8.87294222,53934.16641203704,60156.953099074075,216.01025503941779,1.0,6222.8,train
HD182550,1,1,0,290.9042561,38.99345704,60476.45086226852,60476.45086226852,62.32444708362469,1.0,0.0,train
HD183035,1,1,0,291.7503388,16.53804829,60543.993566570476,60543.993566570476,456.67489316249913,1.0,0.0,test
HD183339,174,51,123,291.44485732,58.02732219,54639.92099537037,60868.046488407395,129.62226587138866,0.9942528735632183,6228.1,validation
HD184767,97,20,77,294.00414501,0.2496562,52462.2033912037,60899.91337303241,129.37981704537293,0.6288659793814433,8437.7,train
HD18552,826,48,778,45.0495575,38.1317403,49971.37701232639,60965.9296875,103.14267482962035,0.9927360774818402,10994.6,validation
HD186456,11,11,0,296.0660604,7.5882217,55007.03530092593,60203.21617476852,91.44347378062773,0.8181818181818182,5196.2,train
HD186485,1,1,0,295.70802692,42.65009515,60538.00538438121,60538.00538438121,267.88052729951556,1.0,0.0,test
HD187350,128,11,117,297.38939159,-1.10103492,49866.6703225463,60945.161203703705,119.65630339252023,0.9921875,11078.5,test
HD18877,102,13,89,46.2260908,60.0257219,52171.94740740741,60750.87200394676,134.04052441743895,0.9803921568627451,8578.9,test
HD189689,87,20,67,300.02940541,32.789676,54741.86105324074,60893.9629284375,39.39255572505367,0.9885057471264368,6152.1,validation
HD189847,5,5,0,300.24476167,31.23046224,60295.852355324074,60853.98222222222,92.34908751800876,1.0,558.1,test
HD190150,91,12,79,300.69345292,21.8544247,52081.98167824074,60145.377679398145,169.69389602880392,0.9560439560439561,8063.4,train
HD190864,176,12,164,301.4158429,35.6077742,52133.96986309577,60253.08874421296,95.64732991198477,0.6136363636363636,8119.1,train
HD190944,84,9,75,301.3569287,46.6718175,55087.86730902778,60164.38490162037,83.28021676699615,0.9880952380952381,5076.5,train
HD191378,62,9,53,302.0350783,37.0070539,56416.03686342593,60250.100248842595,86.47093723537766,0.9838709677419355,3834.1,train
HD192445,591,29,562,303.38745898,36.32838182,52082.02866898148,60519.01286949346,71.30427536059133,0.9915397631133672,8437.0,validation
HD193182,259,68,191,304.35490363,39.59353978,52082.07467592593,60837.96518518519,110.27870124950078,0.9884169884169884,8755.9,train
HD193516,11,11,0,304.7812575,37.7693969,56171.98563763889,60586.205422453706,126.00735306978318,0.9090909090909091,4414.2,train
HD194057,752,17,735,305.41801651,44.81423474,54651.95700231481,60818.10298746398,78.37513794622666,1.0,6166.1,train
HD194244,335,27,308,306.15624358,1.06840534,51532.74094637089,60920.23659143518,143.0883777713498,0.8,9387.5,train
HD194779,502,87,415,306.47948876,41.33659022,55360.06247106481,60899.94139619213,85.6583604448411,0.9960159362549801,5539.9,train
HD195407,119,19,100,307.44901541,36.98038083,52082.98767361111,60912.91181236111,82.19298413916697,0.9663865546218487,8829.9,train
HD195554,117,43,74,307.36296197,56.06818924,52082.93467592593,60930.94589929398,174.85581524732643,0.9829059829059829,8848.0,train
HD196712,245,33,212,309.80521151,-2.41297345,52084.06847222222,60919.26695023148,235.1859314141625,0.9836734693877551,8835.2,train
HD197038,66,9,57,310.0769483,25.7891344,55428.960364583334,60172.37192708333,124.6950376590209,0.9848484848484849,4743.4,train
HD197434,146,37,109,310.3550062,54.2094236,55108.879641203705,60251.09472800926,98.83157183141381,0.9931506849315068,5142.2,test
HD19818,38,10,28,47.1086869,-59.37371774,56179.55361689815,60986.63757523148,78.42457720046673,1.0,4807.1,test
HD198512,60,37,23,312.1365562,53.9061014,55151.83950231481,60590.219635416666,217.16889353194063,1.0,5438.4,train
HD198931,27,11,16,313.0404937,44.4346125,52084.957407407404,60538.93347222222,26.42011725721615,0.8888888888888888,8454.0,train
HD199218,165,28,137,313.5927221,40.7029594,52084.924409722225,60996.85570601852,85.04858232362268,0.9818181818181818,8911.9,train
HD19993,69,16,53,48.50566611,37.67390046,54854.78942129629,60278.13725115741,138.10949757676792,0.9710144927536232,5423.3,test
HD20017,70,26,44,48.7304625,48.6957968,52171.911944444444,60914.046573680556,61.29267465805109,0.9428571428571428,8742.1,train
HD200775,689,41,648,315.40383185,68.16326775,49146.48496822338,60961.78774309028,63.519955317271815,0.10449927431059507,11815.3,train
HD201036,1,1,0,316.57862553,28.41326592,60549.91259013928,60549.91259013928,284.60695117143706,1.0,0.0,train
HD20134,296,49,247,49.24896864,60.06749072,52252.90641203704,60979.808333333334,66.22827961221128,0.9763513513513513,8726.9,train
HD201522,83,16,67,317.1234596,47.25704762,52088.93288194444,60497.44773726852,80.21013430316745,0.9879518072289156,8408.5,train
HD201836,118,23,95,317.62898501,47.69222711,54785.86472222222,60912.83373263889,145.91829324456876,1.0,6127.0,train
HD203024,38,8,30,319.0126037,68.9144811,56151.006197916664,60211.26669560185,152.56195275383766,1.0,4060.3,test
HD203356,99,12,87,319.9372587,53.9514958,52089.04414351852,60602.20419560185,97.60433330669072,0.9595959595959596,8513.2,validation
HD203374,122,28,94,319.78066277,61.85845281,52089.01688657407,60821.13137371528,140.4696467500567,0.9754098360655737,8732.1,test
HD20340,209,15,194,48.94110669,-16.82874707,49651.486248657406,60924.24701388889,123.81601332083501,0.9856459330143541,11272.8,test
HD203467,934,205,729,319.842584,64.871855,48026.11323791667,60897.94644675926,182.79571355637592,0.42184154175588867,12871.8,train
HD204185,39,39,0,321.08016431,61.27136811,55504.86482638889,60204.27984953704,132.6740499066399,0.9743589743589743,4699.4,train
HD205060,181,19,162,322.90378907,42.70075539,52089.982407407406,60963.80850605324,72.90673255915256,0.9834254143646409,8873.8,train
HD205551,136,41,95,323.61442862,51.69846439,52090.009409722225,60912.87747685185,161.77066625934845,0.9779411764705882,8822.9,train
HD20566,170,17,153,50.8879172,71.41854501,56245.809863194445,60692.16234375,58.07599703571765,1.0,4446.4,train
HD206773,1264,511,753,325.60076978,57.73605472,51368.04541666667,61010.899375,161.27697011286585,0.9723101265822784,9642.9,train
HD207232,196,21,175,326.51178129,50.67415179,52455.96019675926,60912.96013291667,71.23411728354931,0.9948979591836735,8457.0,train
HD208220,29,6,23,328.4316446,43.4828275,55834.821938657406,58745.094456018516,47.48221079421557,0.9655172413793104,2910.3,train
HD208682,136,47,89,328.87916566,65.3208095,49349.25977295139,60946.901429398145,173.56938196490955,0.9779411764705882,11597.6,train
HD20899,95,13,82,50.9859644,45.52559921,54858.767459490744,60990.84359984954,137.69436075061608,1.0,6132.1,train
HD212666,62,11,51,336.2206354,52.1328717,55102.95730324074,60936.82828984954,119.62672589955702,0.967741935483871,5833.9,train
HD213088,87,10,77,336.9569608,52.9687275,55085.96609375,60909.997836296294,31.586852552595584,0.9770114942528736,5824.0,train
HD213129,68,10,58,337.09388915,47.44980995,55066.94024884259,60556.23202883102,81.13398224713004,0.9852941176470589,5489.3,train
HD21362,373,43,330,52.21802885,49.84838162,52135.16494212963,60965.98789351852,147.63499793436614,0.9946380697050938,8830.8,train
HD21455,396,34,362,52.3595155,46.93786711,52147.1809375,60980.86556709491,130.17460629630312,0.9949494949494949,8833.7,test
HD215227,109,35,74,340.73876228,44.72173681,52133.99694444444,60987.82695045139,114.49563164239818,0.981651376146789,8853.8,train
HD215605,35,5,30,341.3267988,57.8518003,55745.10835648148,60913.00799056713,126.6426678103369,1.0,5167.9,train
HD215837,1,1,0,341.74947563,53.75670992,60543.085802750684,60543.085802750684,307.832851214527,1.0,0.0,train
HD216044,41,11,30,342.1803234,55.12604457,54764.87216435185,60582.30808449074,177.82396652338386,1.0,5817.4,train
HD216057,146,31,115,342.1995721,54.4148919,52122.0112037037,60963.85468545139,137.10214126334012,0.9863013698630136,8841.8,test
HD216113,33,5,28,342.6325567,-32.4274244,56181.54161220486,60986.51911458333,70.37922990450238,1.0,4805.0,train
HD21620,242,30,212,52.8722479,49.2097706,52147.1259375,60966.10695023148,145.10349441173634,0.987603305785124,8819.0,train
HD21641,130,27,103,52.88806678,47.8624159,52163.07494212963,60617.904878472225,85.53934245663902,0.9923076923076923,8454.8,validation
HD21650,249,21,228,52.81533153,41.72645623,54744.01571180556,60686.173946759256,69.79155787373291,1.0,5942.2,train
HD216629,275,7,268,343.315019,62.145829,49591.933466433395,59094.92153935185,68.54156032544552,0.025454545454545455,9503.0,train
HD217061,117,39,78,344.17730458,62.62487647,55066.99279513889,60978.79880409722,101.57976935109785,0.9829059829059829,5911.8,train
HD219523,2,2,0,348.86879513,64.26671459,60541.0099833115,60896.01774967593,661.835169936648,1.0,355.0,train
HD222185,2,2,0,354.51424841,55.9450053,60505.96775462963,60936.88143221065,276.43972629060664,1.0,430.9,test
HD223044,93,11,82,356.501757,61.991021,55066.087488425925,60254.21319444444,142.3700026395409,0.989247311827957,5188.1,train
HD223387,211,9,202,357.2276542,57.2095961,55100.96927662037,60255.19458333333,47.72900362531673,1.0,5154.2,validation
HD223924,3,3,0,358.40225428,56.81990282,60270.152841435185,60997.817115590275,77.40140484898026,1.0,727.7,train
HD224544,435,63,372,359.70514851,32.38170574,52128.080416666664,60988.88699074074,136.443118539156,0.8413793103448276,8860.8,train
HD224599,53,2,51,359.812425,60.022479,55834.96710069444,59451.961776620374,54.03426574487631,1.0,3617.0,train
HD224905,91,17,74,0.4109621,60.4499214,55083.05763310185,60669.92527608796,85.84368882146649,1.0,5586.9,train
HD225095,356,132,224,0.86311388,55.55089821,55083.01963541667,60997.7624859375,151.49193209123393,0.9971910112359551,5914.7,train
